image_name,class_label,gt_crop,gt_disease,agent,pred_crop,pred_disease,reasoning,confidence,crop_correct,disease_correct,both_correct,parse_failed,reasoning_quality,plausibility
g (12).png,"Citrus,Greening",Citrus,Greening,llava:7b,Citrus,Healthy,"The image shows a citrus leaf, which appears to be healthy. There are no visible signs of disease such as black spots, cankers, or greening. The leaf has a normal coloration and structure, with no discoloration or abnormal growth patterns. The confidence level is high, as there is no evidence of disease in the image.",,1,0,0,0,,
b (144).png,"Citrus,Black Spot",Citrus,Black Spot,llava:7b,Citrus,Black Spot,"The image shows a citrus leaf with multiple black spots, which are characteristic of black spot disease in citrus plants. These spots are typically caused by the fungus Diplocarpon earlopii and can lead to significant damage to the leaf and the overall health of the tree. The presence of these spots indicates that the leaf is affected by black spot disease.",1.0,1,1,1,0,,
g (88).png,"Citrus,Greening",Citrus,Greening,llava:7b,Citrus,Healthy,"The image shows a citrus leaf, which appears to be healthy. There are no visible signs of disease or damage, such as black spots, canker, or greening. The leaf is a typical shape for citrus leaves, with a serrated edge and a prominent central vein. The coloration is consistent, with no discoloration or abnormalities. The confidence level is 1.0, as the leaf is clearly healthy and there is no evidence of disease.",,1,0,0,0,,
51.pn.png,"Citrus,Healthy",Citrus,Healthy,llava:7b,Citrus,Healthy,"The image shows a single citrus leaf with a healthy appearance. There are no visible signs of disease or damage, such as black spots, canker, or greening. The leaf is a vibrant green color, which is typical for citrus leaves when they are healthy. The confidence level is 1.0, as the leaf appears to be in excellent condition.",,1,1,1,0,,
24.pn.png,"Citrus,Healthy",Citrus,Healthy,llava:7b,Citrus,Healthy,"The image shows a single citrus leaf with a healthy green color, indicating that it is not diseased. There are no visible signs of black spot, canker, or any other disease. The leaf appears to be in good condition, with no discoloration or damage that would suggest the presence of a disease. The confidence level is 1.0, as there is no evidence of disease in the image.",,1,1,1,0,,
13.pn.png,"Citrus,Canker",Citrus,Canker,llava:7b,Citrus,Black Spot,"The image shows a citrus leaf with several dark, round spots that are characteristic of black spot disease. These spots are typically caused by the fungus Diplocarpon earlopii and are a common issue in citrus crops. The spots are surrounded by a yellow halo, which is indicative of the fungus's presence. The leaf's overall condition, with some discoloration and spots, suggests that it has been affected by this disease. The confidence level for this identification is high, as the visual evidence is consistent with the symptoms of black spot disease in citrus plants.",,1,0,0,0,,
g (113).png,"Citrus,Greening",Citrus,Greening,llava:7b,Citrus,Healthy,"The image shows a single citrus leaf with a smooth surface and no visible signs of disease or damage. The leaf appears to be a healthy specimen with no discoloration, spots, or other indications of a disease such as black spot or canker. The green color of the leaf and the absence of any abnormalities suggest that the plant is in good health. Confidence: 1.0",,1,0,0,0,,
b (14).png,"Citrus,Black Spot",Citrus,Black Spot,llava:7b,Citrus,Healthy,"The image shows a citrus leaf with a healthy appearance. There are no visible signs of disease such as black spots, cankers, or greening. The leaf is a vibrant green color, which is typical for citrus leaves, and there are no discolorations or abnormalities that would indicate the presence of a disease. The confidence in this analysis is high, as the absence of disease symptoms is clearly visible.",,1,0,0,0,,
g (134).png,"Citrus,Greening",Citrus,Greening,llava:7b,Citrus,Healthy,"The image shows a single citrus leaf with no visible signs of disease or damage. The leaf appears to be in good condition, with no discoloration, spots, or other indicators of a disease such as black spot or canker. The greening is a natural process where a leaf transitions from a mature state to a senescent state, and it is not a disease. The leaf is attached to a stem, and the stem is not showing any signs of disease either. The confidence in this analysis is high, as there is no evidence of disease in the image provided.",,1,0,0,0,,
b (86).png,"Citrus,Black Spot",Citrus,Black Spot,llava:7b,Citrus,Healthy,"The image shows a citrus leaf with a healthy appearance. There are no visible signs of disease or damage, such as black spots, cankers, or discoloration. The leaf is a vibrant green color, which is typical for citrus leaves. The edges of the leaf are clean and well-defined, indicating that the plant is in good health. The confidence level is 1.0, as there is no evidence of disease or damage in the image.",,1,0,0,0,,
123.p.png,"Citrus,Canker",Citrus,Canker,llava:7b,Citrus,Black Spot,"The image shows a citrus leaf with several small, round, yellowish spots scattered across its surface. These spots are characteristic of black spot disease, which is a common fungal disease affecting citrus trees. The presence of these spots indicates that the leaf is affected by black spot disease. Confidence: 1.0",,1,0,0,0,,
54.pn.png,"Citrus,Canker",Citrus,Canker,llava:7b,Citrus,Black Spot,"The image shows a citrus leaf with multiple black spots. These spots are characteristic of black spot disease, which is a common fungal disease affecting citrus crops. The black spots are the result of fungal spores that infect the leaf tissue, leading to the formation of these spots. The presence of these spots indicates that the leaf is diseased.",1.0,1,0,0,0,,
b (226).png,"Citrus,Black Spot",Citrus,Black Spot,llava:7b,Citrus,Healthy,"The image shows a single leaf with a glossy surface and a few small, dark spots that could be considered natural variations in leaf coloration rather than signs of disease. The overall appearance of the leaf is consistent with healthy citrus leaves, and there are no visible signs of black spot, canker, or greening, which are common diseases in citrus crops. The confidence level is high, as the image does not show any indications of disease.",,1,0,0,0,,
23.pn.png,"Citrus,Healthy",Citrus,Healthy,llava:7b,Citrus,Healthy,"The image shows a single citrus leaf with a smooth surface and no visible signs of disease or damage. The leaf appears to be in good condition, with no discoloration, spots, or other indications of a disease such as black spot or canker. The greening is consistent, and the overall appearance of the leaf suggests it is healthy. Confidence: 1.0",,1,1,1,0,,
g (160).png,"Citrus,Greening",Citrus,Greening,llava:7b,Citrus,Healthy,"The image shows a citrus leaf, which appears to be healthy and free of any visible signs of disease or damage. The leaf is green and has a normal, slightly curled shape, with no discoloration or spots that are characteristic of common citrus diseases such as black spot or canker. The leaf's condition suggests it is from a healthy plant.",1.0,1,0,0,0,,
b (94).png,"Citrus,Black Spot",Citrus,Black Spot,llava:7b,Citrus,Healthy,"The image shows a citrus leaf, which appears to be healthy with no visible signs of disease or damage. The leaf is a vibrant green color, which is typical for citrus leaves, and it has a smooth surface without any spots, discoloration, or other indicators of disease. The confidence level is 1.0, as there is no evidence of disease or damage in the image provided.",,1,0,0,0,,
bl (6).png,"Citrus,Black Spot",Citrus,Black Spot,llava:7b,Citrus,Canker,"The image shows a citrus leaf with a significant amount of discoloration and tissue damage, which is indicative of canker disease. The affected areas appear to be necrotic, with a darkened, sunken appearance, which is characteristic of canker in citrus plants. The confidence level is high, as the visual evidence is clear and consistent with the symptoms of citrus canker.",,1,0,0,0,,
b (281).png,"Citrus,Black Spot",Citrus,Black Spot,llava:7b,Citrus,Black Spot,"The image shows a citrus leaf with several dark spots that are characteristic of black spot disease. These spots are typically caused by the fungus Diplocarpon earlopii and are a common issue in citrus crops. The spots are dark and irregular in shape, which is consistent with the appearance of black spot. The presence of these spots indicates that the leaf is diseased, and the disease is likely present in the rest of the tree.",1.0,1,1,1,0,,
7.png.png,"Citrus,Healthy",Citrus,Healthy,llava:7b,Citrus,Healthy,"The image shows a citrus leaf, which appears to be healthy with no visible signs of disease such as black spot, canker, or greening. The leaf is a vibrant green color, which is typical for citrus leaves, and there are no discolorations or abnormalities that would indicate a disease. The confidence level is 1.0.",,1,1,1,0,,
g (42).png,"Citrus,Greening",Citrus,Greening,llava:7b,Citrus,Healthy,"The image shows a single citrus leaf with a healthy green color and no visible signs of disease or damage. The leaf appears to be in good condition, with no discoloration, spots, or other indications of a disease such as black spot or canker. The confidence level is high, as there is no visual evidence of disease or damage in this leaf.",,1,0,0,0,,
156.p.png,"Citrus,Canker",Citrus,Canker,llava:7b,Citrus,Black Spot,"The image shows a citrus leaf with several dark, circular spots that are characteristic of black spot disease. These spots are typically caused by the fungus Diplocarpon mundum and are a common issue in citrus crops. The spots are surrounded by a yellow halo, which is indicative of the fungus's presence. The leaf's overall condition, with the spots and the yellow halos, suggests that the plant is affected by black spot disease.",1.0,1,0,0,0,,
59.pn.png,"Citrus,Canker",Citrus,Canker,llava:7b,Citrus,Black Spot,"The image shows a citrus leaf with multiple black spots, which are characteristic of black spot disease in citrus plants. The spots are irregularly shaped and appear to be necrotic, which is consistent with the symptoms of black spot disease. The confidence level is high, as the spots are clearly visible and the pattern of the spots is typical of black spot infection.",,1,0,0,0,,
64.pn.png,"Citrus,Canker",Citrus,Canker,llava:7b,Citrus,Black Spot,"The image shows a citrus leaf with several spots that are characteristic of black spot disease. These spots are typically dark and have a yellow halo around them, which is indicative of black spot infection. The leaf's condition suggests that it is affected by this fungal disease, which can cause significant damage to citrus trees if not managed properly.",1.0,1,0,0,0,,
97.pn.png,"Citrus,Canker",Citrus,Canker,llava:7b,Citrus,Black Spot,"The image shows a citrus leaf with numerous black spots scattered across its surface. These spots are characteristic of black spot disease, which is a common fungal disease affecting citrus trees. The spots are the result of fungal spores that infect the leaf tissue, causing the black discoloration. The presence of these spots indicates that the leaf is affected by black spot disease.",1.0,1,0,0,0,,
84.pn.png,"Citrus,Canker",Citrus,Canker,llava:7b,Citrus,Greening,"The image shows a leaf from a citrus plant, which is a common crop for fruits like oranges and lemons. The leaf exhibits a greening pattern, which is a symptom of greening disease. This disease is characterized by the greening of the leaf tissue, often accompanied by yellowing and spots, and can be caused by various factors such as nutrient deficiencies, water stress, or pests. The greening is a sign that the plant is trying to recover from stress or damage, and it may be a response to a nutrient deficiency or an attempt to photosynthesize in the absence of healthy leaf tissue. The confidence level is moderate, as the greening pattern can be a sign of recovery or stress, and without additional context or a closer examination of the leaf, it is difficult to definitively diagnose the cause of the greening.",,1,0,0,0,,
b (270).png,"Citrus,Black Spot",Citrus,Black Spot,llava:7b,Citrus,Healthy,"The image shows a single citrus leaf with a healthy appearance. There are no visible signs of disease, such as black spots, canker, or greening. The leaf has a normal coloration, with green veins and a yellowish-green surface. The edges of the leaf are slightly curled, which is common in citrus leaves, but there are no signs of discoloration or abnormal growth that would indicate a disease. Confidence: 1.0",,1,0,0,0,,
161.p.png,"Citrus,Canker",Citrus,Canker,llava:7b,Citrus,Healthy,"The image shows a single citrus leaf with a healthy appearance. There are no visible signs of disease or damage, such as black spots, canker, or greening. The leaf is a vibrant green color, which is typical for citrus leaves, and there are no visible discolorations or abnormalities. The confidence level is high, as the absence of disease or damage is clearly evident.",,1,0,0,0,,
b (162).png,"Citrus,Black Spot",Citrus,Black Spot,llava:7b,Citrus,Canker,"The image shows a citrus leaf with a distinct canker lesion. Canker is a common disease in citrus crops, characterized by dark, sunken areas on the surface of the leaf. The lesion in this leaf is dark brown and appears to be in the process of drying out, which is typical of canker. The surrounding leaf tissue appears healthy, but the presence of the canker lesion indicates that the tree is affected by this disease. The confidence level is high, as the lesion is clearly visible and typical of citrus canker.",,1,0,0,0,,
138.p.png,"Citrus,Canker",Citrus,Canker,llava:7b,Citrus,Black Spot,"The image shows a citrus leaf with a pattern of black spots, which is characteristic of black spot disease. The spots are irregularly shaped and have a dark, necrotic appearance, which is typical of the black spot fungus. The presence of these spots indicates that the leaf is affected by black spot disease.",1.0,1,0,0,0,,
45.pn.png,"Citrus,Healthy",Citrus,Healthy,llava:7b,Citrus,Healthy,"The image shows a single leaf with a smooth surface and no visible signs of disease or damage. The leaf appears to be a healthy citrus leaf, with no discoloration, spots, or other indications of a disease or pest problem. The confidence level is 1.0, as the leaf is clearly healthy and there is no evidence of disease or damage.",,1,1,1,0,,
143.p.png,"Citrus,Canker",Citrus,Canker,llava:7b,Citrus,Black Spot,"The image shows a leaf with a pattern of dark spots and a yellowish hue, which are characteristic symptoms of black spot disease in citrus plants. The spots are irregularly shaped and appear to be the result of fungal infection. The yellowing of the leaf is also indicative of stress or disease, which is often associated with black spot. The confidence in this identification is high, as the visual evidence is consistent with the known symptoms of black spot disease in citrus plants.",,1,0,0,0,,
g (204).png,"Citrus,Greening",Citrus,Greening,llava:7b,Citrus,Healthy,"The image shows a single citrus leaf with a smooth surface and no visible signs of disease or damage. The leaf appears to be in good condition, with no discoloration, spots, or other indications of a disease such as black spot or greening. The confidence level is 1.0, as there is no evidence of disease or damage in the image provided.",,1,0,0,0,,
40.pn.png,"Citrus,Healthy",Citrus,Healthy,llava:7b,Citrus,Healthy,"The image shows a single citrus leaf with a glossy surface and no visible signs of disease or damage. The leaf appears to be in good condition, with no discoloration, spots, or other indications of a disease such as black spot or canker. The greening is consistent, and there are no signs of abnormal growth or wilting. The confidence level is 1.0, as the leaf is clearly healthy and there is no evidence of disease or damage.",,1,1,1,0,,
28.pn.png,"Citrus,Healthy",Citrus,Healthy,llava:7b,Citrus,Healthy,"The image shows a single citrus leaf with a smooth surface and no visible signs of disease or damage. The leaf appears to be in good condition, with no discoloration, spots, or other indications of a disease such as black spot or canker. The greening is consistent, and there are no visible signs of stress or nutrient deficiency. Confidence: 1.0",,1,1,1,0,,
g (157).png,"Citrus,Greening",Citrus,Greening,llava:7b,Citrus,Healthy,"The image shows a citrus leaf with a healthy appearance. There are no visible signs of disease such as black spots, canker, or greening. The leaf is a vibrant green color, which is typical for citrus leaves. The edges of the leaf are slightly curled, which is common for citrus leaves, but there are no signs of discoloration or damage that would indicate a disease. The confidence level is high that the leaf is healthy.",,1,0,0,0,,
g (125).png,"Citrus,Greening",Citrus,Greening,llava:7b,Citrus,Healthy,"The image shows a citrus leaf with a healthy appearance. There are no visible signs of disease such as black spots, canker, or greening. The leaf is a vibrant green color, which is typical for citrus leaves. The edges of the leaf are slightly curled, which is common in citrus leaves, but there are no signs of discoloration or abnormal growth that would indicate a disease. The confidence level is 1.0, as the leaf appears to be in excellent health.",,1,0,0,0,,
g (11).png,"Citrus,Greening",Citrus,Greening,llava:7b,Citrus,Healthy,"The image shows a single citrus leaf with a smooth surface and no visible signs of disease or damage. The leaf appears to be a healthy, fresh specimen, with no discoloration, spots, or other indications of a disease such as black spot or canker. The greening is consistent and there are no abnormalities in the leaf's structure or coloration. Confidence: 1.0",,1,0,0,0,,
g (15).png,"Citrus,Greening",Citrus,Greening,llava:7b,Citrus,Healthy,"The image shows a citrus leaf that appears to be healthy. There are no visible signs of disease such as black spots, cankers, or greening. The leaf has a typical citrus leaf shape with a smooth surface and a few small, natural imperfections. The coloration is consistent with a healthy citrus leaf, and there are no discolorations or abnormal growth patterns that would indicate a disease or pest issue. Confidence: 1.0",,1,0,0,0,,
g (63).png,"Citrus,Greening",Citrus,Greening,llava:7b,Citrus,Healthy,"The image shows a citrus leaf, which appears to be healthy with no visible signs of disease or damage. The leaf is a vibrant green color, which is typical for citrus leaves, and there are no discolorations, spots, or other abnormalities that would indicate the presence of a disease. The confidence level is 1.0 because the leaf is clearly healthy and there is no evidence of any disease or issue.",,1,0,0,0,,
49.pn.png,"Citrus,Healthy",Citrus,Healthy,llava:7b,Citrus,Healthy,"The image shows a single leaf with a smooth surface and no visible signs of disease or damage. The leaf appears to be a healthy citrus leaf, with no black spots, cankers, or other visible symptoms of disease. The coloration is consistent, and there are no discolorations or abnormalities that would indicate a health issue. The confidence level is 1.0, as the leaf is clearly healthy and there is no evidence of disease or damage.",,1,1,1,0,,
6.png.png,"Citrus,Healthy",Citrus,Healthy,llava:7b,Citrus,Healthy,"The image shows a citrus leaf with no visible signs of disease or damage. The leaf appears to be healthy with a vibrant green color, and there are no spots, discolorations, or other indicators of disease. The confidence level for this analysis is 1.0, as the leaf is clearly healthy and there is no evidence of any disease or issue present.",,1,1,1,0,,
114.p.png,"Citrus,Canker",Citrus,Canker,llava:7b,Citrus,Black Spot,"The image shows a leaf with a pattern of black spots, which is characteristic of black spot disease in citrus plants. The spots are irregularly shaped and appear to be necrotic, which is consistent with the symptoms of black spot. The confidence level is high, as the pattern and coloration of the spots are typical of this disease.",,1,0,0,0,,
1.png.png,"Citrus,Healthy",Citrus,Healthy,llava:7b,Citrus,Healthy,"The image shows two leaves from a citrus plant, which appear to be healthy. There are no visible signs of disease or damage, such as black spots, canker, or greening. The leaves are a healthy green color, and there are no visible symptoms of any known citrus diseases. Confidence: 1.0",,1,1,1,0,,
147.p.png,"Citrus,Canker",Citrus,Canker,llava:7b,Citrus,Black Spot,"The image shows a leaf with multiple black spots, which are characteristic of black spot disease in citrus plants. The spots are irregular in shape and are surrounded by a yellow halo, which is typical of black spot infection. The presence of these spots indicates that the leaf is affected by the black spot disease. Confidence: 1.0",,1,0,0,0,,
53.pn.png,"Citrus,Canker",Citrus,Canker,llava:7b,Citrus,Black Spot,"The image shows a leaf with a pattern of dark spots, which is characteristic of black spot disease in citrus plants. The spots are irregularly shaped and have a dark center with a lighter halo, which is typical of black spot. The leaf also shows some yellowing, which could be a symptom of the disease or a sign of nutrient deficiency. The presence of these spots and the yellowing suggest that the leaf is affected by black spot disease.",0.9,1,0,0,0,,
27.pn.png,"Citrus,Canker",Citrus,Canker,llava:7b,Citrus,Black Spot,"The image shows a leaf with a pattern of black spots, which is characteristic of black spot disease in citrus plants. The spots are irregularly shaped and appear to be necrotic, which is consistent with the symptoms of black spot. The confidence level is high, as the pattern and coloration of the spots are clear indicators of this disease.",,1,0,0,0,,
44.pn.png,"Citrus,Canker",Citrus,Canker,llava:7b,Citrus,Black Spot,"The image shows a citrus leaf with numerous small black spots scattered across its surface. These spots are characteristic of black spot disease, which is a common fungal disease affecting citrus trees. The spots are typically found on the underside of the leaves and can lead to defoliation and reduced fruit production. The presence of these spots indicates that the leaf is affected by black spot disease.",1.0,1,0,0,0,,
78.jpg,"Citrus,Black Spot",Citrus,Black Spot,llava:7b,Citrus,Black Spot,"The image shows a leaf with a pattern of dark spots, which is characteristic of black spot disease in citrus plants. The spots are irregularly shaped and have a dark center, which is consistent with the symptoms of black spot. The confidence level is high, as the visual evidence clearly indicates the presence of black spot disease on this leaf.",,1,1,1,0,,
g (178).png,"Citrus,Greening",Citrus,Greening,llava:7b,Citrus,Healthy,"The image shows a single leaf with a healthy appearance, no visible signs of disease such as black spots, canker, or greening. The leaf is a vibrant green color, which is typical for citrus leaves, and there are no discolorations or abnormalities that would indicate a disease. The confidence level is 1.0, as the leaf appears to be in excellent condition.",,1,0,0,0,,
g (156).png,"Citrus,Greening",Citrus,Greening,llava:7b,Citrus,Healthy,The image shows a single leaf with a smooth surface and no visible signs of disease or damage. The leaf appears to be healthy with a natural green color and no discoloration or spots that are characteristic of common citrus diseases such as black spot or canker. The confidence level is 1.0 as there is no evidence of disease or damage in the image provided.,,1,0,0,0,,
19.pn.png,"Citrus,Canker",Citrus,Canker,llava:7b,Citrus,Black Spot,"The image shows a citrus leaf with multiple black spots, which are characteristic of black spot disease. These spots are caused by the fungus Diplocarpon earlopii and are a common issue in citrus crops. The spots are typically round or irregularly shaped and can be found on both the upper and lower surfaces of the leaf. The presence of these spots indicates that the leaf is affected by black spot disease, which can lead to reduced fruit quality and yield.",1.0,1,0,0,0,,
14.pn.png,"Citrus,Healthy",Citrus,Healthy,llava:7b,Citrus,Healthy,"The image shows a single leaf with a smooth surface and no visible signs of disease or damage. The leaf appears to be a healthy citrus leaf, with no discoloration, spots, or other indications of disease or pests. The confidence level is 1.0, as the leaf is clearly healthy and there is no evidence of disease or damage.",,1,1,1,0,,
g (73).png,"Citrus,Greening",Citrus,Greening,llava:7b,Citrus,Healthy,"The image shows a single citrus leaf with no visible signs of disease or damage. The leaf appears to be a healthy green color, which is typical for citrus leaves. There are no spots, discolorations, or other indications of disease or pests. The leaf's structure and coloration are consistent with what one would expect from a healthy citrus plant. Confidence: 1.0",,1,0,0,0,,
22.pn.png,"Citrus,Healthy",Citrus,Healthy,llava:7b,Citrus,Healthy,"The image shows a single leaf with a smooth surface and no visible signs of disease or damage. The leaf appears to be a healthy citrus leaf, with no discoloration, spots, or other indications of disease. The confidence level for this assessment is 1.0, as there is no evidence of disease in the image provided.",,1,1,1,0,,
g (37).png,"Citrus,Greening",Citrus,Greening,llava:7b,Citrus,Healthy,"The image shows a citrus leaf, which appears to be healthy. There are no visible signs of disease, such as black spots, canker, or greening. The leaf has a normal coloration and structure, indicating that it is not affected by any known citrus diseases. Confidence: 1.0",,1,0,0,0,,
121.p.png,"Citrus,Canker",Citrus,Canker,llava:7b,Citrus,Black Spot,"The image shows a leaf with a pattern of black spots, which is characteristic of black spot disease in citrus plants. The spots are irregularly shaped and appear to be the result of fungal infection. The leaf is not fully expanded, which is typical for young citrus leaves. The presence of these spots and the fact that the leaf is not fully expanded suggest that this is a diseased citrus leaf.",0.9,1,0,0,0,,
29.pn.png,"Citrus,Healthy",Citrus,Healthy,llava:7b,Citrus,Healthy,"The image shows a leaf that appears to be from a citrus plant, likely an orange or lemon tree, based on the shape and structure of the leaf. The leaf is green with a healthy appearance, and there are no visible signs of disease or damage. The edges of the leaf are smooth, and the veins are clearly visible, which is typical of citrus leaves. The confidence level is 1.0, as the leaf is clearly healthy and there is no evidence of any disease or damage.",,1,1,1,0,,
b (176).png,"Citrus,Black Spot",Citrus,Black Spot,llava:7b,Citrus,Black Spot,"The image shows a citrus leaf with several dark spots that are characteristic of black spot disease. The spots are irregularly shaped, and the leaf appears to be discolored with some areas turning yellow. The leaf's condition suggests that it has been affected by black spot, which is a common fungal disease in citrus crops. The confidence level is high, as the visual evidence is clear and consistent with the symptoms of black spot disease.",,1,1,1,0,,
g (188).png,"Citrus,Greening",Citrus,Greening,llava:7b,Citrus,Healthy,"The image shows a citrus leaf with a healthy appearance. There are no visible signs of disease such as black spots, canker, or greening. The leaf is a vibrant green color, and the edges are crisp and well-defined, indicating that the plant is healthy and not affected by any known citrus diseases. Confidence: 1.0",,1,0,0,0,,
b (169).png,"Citrus,Black Spot",Citrus,Black Spot,llava:7b,Citrus,Black Spot,"The image shows a leaf with a pattern of dark spots and yellowing, which is characteristic of black spot disease in citrus crops. The spots are typically black or dark brown and are surrounded by a yellow halo. This pattern is indicative of the fungal pathogen Diplocarpon earlopii, which causes black spot disease. The presence of these spots and the yellowing around them suggest that this leaf is affected by black spot disease.",,1,1,1,0,,
b (196).png,"Citrus,Black Spot",Citrus,Black Spot,llava:7b,Citrus,Canker,"The image shows a leaf with a distinct canker, which is a type of disease that causes the tissue to become rotten or decayed. The canker is visible as a dark, sunken area on the leaf, which is characteristic of canker diseases in citrus plants. The surrounding tissue appears healthy, but the presence of the canker indicates that the plant is affected by this disease.",0.9,1,0,0,0,,
86.pn.png,"Citrus,Canker",Citrus,Canker,llava:7b,Citrus,Black Spot,"The image shows a citrus leaf with multiple black spots, which are characteristic of black spot disease. These spots are caused by the fungus Diplocarpon earlopii and are a common issue in citrus crops. The spots are surrounded by a yellow halo, which is typical of black spot infection. The presence of these spots indicates that the leaf is affected by black spot disease, and the overall health of the plant may be compromised.",1.0,1,0,0,0,,
b (180).png,"Citrus,Black Spot",Citrus,Black Spot,llava:7b,Citrus,Healthy,"The image shows a citrus leaf that appears to be healthy. There are no visible signs of disease such as black spots, canker, or greening. The leaf has a normal coloration and structure, which suggests it is not affected by any significant pathogen or nutrient deficiency. The confidence level is high, as the absence of disease symptoms is clearly evident.",,1,0,0,0,,
b (205).png,"Citrus,Black Spot",Citrus,Black Spot,llava:7b,Citrus,Healthy,"The image shows a single citrus leaf, which appears to be healthy with no visible signs of disease or damage. The leaf has a typical citrus shape with a glossy surface and a few small, dark spots that could be natural variations in color or possibly small insect bites. The overall appearance of the leaf is consistent with healthy citrus foliage. Confidence: 1.0",,1,0,0,0,,
151.p.png,"Citrus,Canker",Citrus,Canker,llava:7b,Citrus,Black Spot,"The image shows a citrus leaf with multiple black spots, which are characteristic of black spot disease. These spots are caused by the fungus Diplocarpon earlopii and are a common issue in citrus crops. The spots are surrounded by a yellow halo, which is typical for black spot infections. The presence of these spots indicates that the leaf is diseased.",1.0,1,0,0,0,,
19.pn.png,"Citrus,Healthy",Citrus,Healthy,llava:7b,Citrus,Healthy,"The image shows a single leaf with a healthy green color and no visible signs of disease or damage. The leaf appears to be a citrus leaf, possibly from an orange or lemon tree, given the shape and structure of the leaf. There are no indications of black spot, canker, greening, or any other disease or issue that would affect the health of the leaf. The confidence level is 1.0, as the image clearly shows a healthy citrus leaf.",,1,1,1,0,,
53.pn.png,"Citrus,Healthy",Citrus,Healthy,llava:7b,Citrus,Healthy,"The image shows a citrus leaf that appears to be healthy. There are no visible signs of disease or damage, such as black spots, cankers, or greening. The leaf is a typical shape and color for citrus leaves, with a smooth surface and no discoloration or abnormal growth patterns. The confidence level is high, as there is no evidence of disease or damage in the image.",,1,1,1,0,,
